1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,20
1440,0
1440,0
1399,20
1440,0
1440,0
1419,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1290,20
1440,0
1440,0
1388,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1419,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1040,20
1440,0
1440,0
1440,0
1440,0
1440,0
1348,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1412,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
690,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1302,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1406,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
340,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1254,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1400,20
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
1440,0
